"journeyID","touchpoint_type","device"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Generic search","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Generic search","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Organic","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
754,"Paid","fixed"
1218,"Organic","fixed"
1290,"Paid","fixed"
1290,"Paid","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Paid","fixed"
1290,"Paid","fixed"
1290,"Paid","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Paid","fixed"
1290,"Paid","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
1290,"Organic","fixed"
